timestamp,date,time,day_of_week,hour,is_weekend,is_rush_hour,route_name,origin,destination,distance_km,duration_minutes,duration_in_traffic_minutes,delay_minutes,avg_speed_kmh,traffic_status,traffic_multiplier
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Dutse to Gwarinpa,Dutse,Gwarinpa,8.36,11.81,12.56,0.75,39.94,No Traffic,1.06
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kubwa to Gwarinpa,Kubwa,Gwarinpa,14.24,14.32,13.49,-0.83,63.33,No Traffic,0.94
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Dutse to CBD,Dutse,CBD,8.29,9.25,11.45,2.2,43.41,No Traffic,1.24
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Dutse to Wuse,Dutse,Wuse,5.43,5.55,5.4,-0.15,60.38,No Traffic,0.97
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gwarinpa to Wuse,Gwarinpa,Wuse,13.08,13.67,13.93,0.26,56.33,No Traffic,1.02
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Jabi to CBD,Jabi,CBD,5.08,8.63,9.02,0.39,33.81,No Traffic,1.04
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Utako to CBD,Utako,CBD,8.36,11.56,10.83,-0.74,46.35,No Traffic,0.94
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Utako to Jabi,Utako,Jabi,4.62,7.79,8.16,0.37,33.98,No Traffic,1.05
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Wuye to Jabi,Wuye,Jabi,7.59,9.03,8.43,-0.6,54.0,No Traffic,0.93
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Utako to Wuse,Utako,Wuse,4.69,7.31,7.19,-0.12,39.17,No Traffic,0.98
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Jabi to Wuse,Jabi,Wuse,2.23,3.67,4.3,0.63,31.12,No Traffic,1.17
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Nyanya to Karu,Nyanya,Karu,10.18,15.65,16.67,1.02,36.66,No Traffic,1.06
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Karu to CBD,Karu,CBD,25.99,22.82,27.09,4.27,57.56,No Traffic,1.19
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Karu to Garki,Karu,Garki,28.08,21.98,22.51,0.53,74.87,No Traffic,1.02
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Nyanya to Garki,Nyanya,Garki,26.4,25.3,25.56,0.25,61.99,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Maraba to Nyanya,Maraba,Nyanya,24.45,32.2,39.58,7.39,37.07,Light Traffic,1.23
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lugbe to Airport,Lugbe,Airport Road,35.33,57.9,53.88,-4.03,39.35,No Traffic,0.93
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Airport to CBD,Airport Road,CBD,38.44,44.76,48.76,4.01,47.29,No Traffic,1.09
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lugbe to CBD,Lugbe,CBD,35.83,46.32,45.24,-1.07,47.52,No Traffic,0.98
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lugbe to Garki,Lugbe,Garki,36.08,43.85,46.85,3.0,46.21,No Traffic,1.07
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kuje to Gwagwalada,Kuje,Gwagwalada,20.31,22.5,21.51,-1.0,56.65,No Traffic,0.96
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gwagwalada to CBD,Gwagwalada,CBD,55.46,45.34,46.43,1.09,71.67,No Traffic,1.02
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kuje to Lugbe,Kuje,Lugbe,19.91,33.02,39.84,6.82,29.98,Light Traffic,1.21
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lokogoma to Garki,Lokogoma,Garki,6.51,7.37,6.64,-0.73,58.85,No Traffic,0.9
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Apo to Lokogoma,Apo,Lokogoma,3.13,4.0,4.69,0.69,40.05,No Traffic,1.17
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lokogoma to CBD,Lokogoma,CBD,11.38,13.66,13.77,0.12,49.59,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gudu to Garki,Gudu,Garki,8.8,8.73,9.65,0.91,54.71,No Traffic,1.1
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Galadimawa to Garki,Galadimawa,Garki,9.3,11.59,13.26,1.68,42.09,No Traffic,1.14
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Maraba to CBD,Maraba,CBD,41.72,41.16,43.13,1.97,58.04,No Traffic,1.05
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Karshi to Kuje,Karshi,Kuje,89.9,97.14,90.53,-6.6,59.58,No Traffic,0.93
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Masaka to Lugbe,Masaka,Lugbe,30.23,48.35,43.69,-4.66,41.52,No Traffic,0.9
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Life Camp to Utako,Life Camp,Utako,7.59,9.79,9.88,0.09,46.08,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Jikwoyi to Garki,Jikwoyi,Garki,15.16,14.32,17.0,2.68,53.51,No Traffic,1.19
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kurudu to Nyanya,Kurudu,Nyanya,15.6,23.94,25.12,1.17,37.26,No Traffic,1.05
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Mpape to Gwarinpa,Mpape,Gwarinpa,11.3,15.18,15.46,0.28,43.85,No Traffic,1.02
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Bwari to Mpape,Bwari,Mpape,10.62,19.23,20.48,1.25,31.1,No Traffic,1.07
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Bwari to CBD,Bwari,CBD,31.28,27.24,26.23,-1.01,71.56,No Traffic,0.96
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Katampe to Maitama,Katampe,Maitama,8.38,9.64,9.4,-0.24,53.48,No Traffic,0.97
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Jahi to Wuse,Jahi,Wuse,5.61,6.48,6.42,-0.06,52.41,No Traffic,0.99
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Katampe to Jabi,Katampe,Jabi,10.29,11.64,12.07,0.43,51.13,No Traffic,1.04
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Berger to Garki,Berger,Garki,6.65,6.33,5.96,-0.37,66.94,No Traffic,0.94
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kado to Berger,Kado,Berger,7.22,6.98,6.55,-0.42,66.06,No Traffic,0.94
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kubwa to Nyanya,Kubwa,Nyanya,25.58,25.56,27.15,1.59,56.53,No Traffic,1.06
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Maitama to Garki,Maitama,Garki,8.59,8.18,7.29,-0.88,70.66,No Traffic,0.89
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gwarinpa to Lugbe,Gwarinpa,Lugbe,34.88,49.83,50.3,0.48,41.61,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Wuse to Jabi,Wuse,Jabi,2.61,5.29,6.25,0.96,25.07,No Traffic,1.18
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Jabi to Asokoro,Jabi,Asokoro,10.03,9.9,9.88,-0.01,60.88,No Traffic,1.0
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Wuse to Utako,Wuse,Utako,4.54,6.9,8.07,1.17,33.79,No Traffic,1.17
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Wuse to Garki,Wuse,Garki,6.0,7.09,8.1,1.01,44.46,No Traffic,1.14
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Maitama to Asokoro,Maitama,Asokoro,6.87,6.51,6.59,0.08,62.47,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Maitama to Jabi,Maitama,Jabi,6.47,9.1,9.68,0.58,40.09,No Traffic,1.06
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Asokoro to CBD,Asokoro,CBD,6.42,8.14,9.08,0.94,42.42,No Traffic,1.12
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Asokoro to Garki,Asokoro,Garki,8.52,7.3,8.69,1.39,58.84,No Traffic,1.19
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gwarinpa to Dutse,Gwarinpa,Dutse,7.75,9.17,10.52,1.35,44.17,No Traffic,1.15
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Gwarinpa to Kubwa,Gwarinpa,Kubwa,15.01,15.14,16.73,1.58,53.85,No Traffic,1.1
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kubwa to Dutse,Kubwa,Dutse,8.8,8.92,9.79,0.86,53.93,No Traffic,1.1
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kubwa to Wuse,Kubwa,Wuse,3.62,4.79,5.4,0.61,40.17,No Traffic,1.13
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Nyanya to Maraba,Nyanya,Maraba,24.45,33.77,37.78,4.01,38.84,No Traffic,1.12
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Karu to Maraba,Karu,Maraba,10.35,24.54,30.22,5.68,20.56,Light Traffic,1.23
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lugbe to Lokogoma,Lugbe,Lokogoma,25.58,38.99,39.35,0.36,39.0,No Traffic,1.01
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Lugbe to Apo,Lugbe,Apo,23.11,36.97,35.41,-1.55,39.16,No Traffic,0.96
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kuje to Gwagwalada,Kuje,Gwagwalada,20.31,22.5,21.63,-0.87,56.32,No Traffic,0.96
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Kuje to Lugbe,Kuje,Lugbe,19.91,33.02,33.94,0.92,35.2,No Traffic,1.03
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Mpape to Bwari,Mpape,Bwari,15.53,17.7,15.6,-2.1,59.74,No Traffic,0.88
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Life Camp to Gwarinpa,Life Camp,Gwarinpa,4.86,7.81,9.49,1.68,30.71,No Traffic,1.22
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Area 1 to Area 2,Area 1,Area 2,1.29,2.24,2.39,0.15,32.31,No Traffic,1.07
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Area 2 to Area 3,Area 2,Area 3,3.07,3.54,3.52,-0.03,52.28,No Traffic,0.99
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Garki to Area 1,Garki,Area 1,2.46,3.49,3.43,-0.06,42.95,No Traffic,0.98
2025-12-24 00:45:47,2025-12-24,00:45:47,Wednesday,0.0,0.0,0.0,Utako to Wuye,Utako,Wuye,6.03,9.19,10.01,0.82,36.12,No Traffic,1.09
2025-12-24 01:06:11,Airport to Maitama,Airport Road,Maitama,41.36,45.21,43.92,-1.28,No Traffic,0.97,,,,,,,
2025-12-24 01:06:11,Kubwa to CBD,Kubwa,Central Business District,4.04,7.53,6.97,-0.55,No Traffic,0.93,,,,,,,
2025-12-24 01:06:11,Nyanya to Wuse,Nyanya,Wuse 2,24.31,26.15,25.21,-0.93,No Traffic,0.96,,,,,,,
2025-12-24 01:06:11,Lugbe to Area 1,Lugbe,Area 1,35.45,44.06,46.23,2.18,No Traffic,1.05,,,,,,,
2025-12-24 01:06:11,Kuje to Central,Kuje,Central Area,40.56,35.02,35.68,0.66,No Traffic,1.02,,,,,,,
2025-12-24 01:06:11,Gwagwalada to City Gate,Gwagwalada,City Gate,55.09,43.08,46.33,3.25,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Wuse to CBD,Wuse Market,Central Business District,3.78,7.07,7.02,-0.04,No Traffic,0.99,,,,,,,
2025-12-24 01:06:11,Maitama to Wuse,Maitama,Wuse,3.76,4.9,4.9,0.0,No Traffic,1.0,,,,,,,
2025-12-24 01:06:11,Asokoro to Wuse,Asokoro,Wuse,9.11,8.22,8.87,0.66,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Asokoro to Maitama,Asokoro,Maitama,7.33,7.04,6.46,-0.58,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,CBD to Maitama,CBD,Maitama,4.0,5.75,5.65,-0.1,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Garki to CBD,Garki,CBD,3.83,6.65,6.02,-0.63,No Traffic,0.91,,,,,,,
2025-12-24 01:06:11,Area 1 to Garki,Area 1,Garki,2.99,3.96,4.02,0.05,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Area 2 to Garki,Area 2,Garki,2.47,2.88,2.92,0.03,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Area 3 to CBD,Area 3,CBD,3.56,7.08,6.76,-0.31,No Traffic,0.96,,,,,,,
2025-12-24 01:06:11,Garki to Wuse,Garki,Wuse,5.26,6.24,5.73,-0.51,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Gwarinpa to CBD,Gwarinpa,CBD,15.93,17.37,18.72,1.35,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Dutse to Gwarinpa,Dutse,Gwarinpa,8.36,11.81,12.17,0.36,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Kubwa to Gwarinpa,Kubwa,Gwarinpa,14.24,14.32,14.71,0.39,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Dutse to CBD,Dutse,CBD,8.29,9.25,9.54,0.29,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Dutse to Wuse,Dutse,Wuse,5.43,5.55,5.78,0.22,No Traffic,1.04,,,,,,,
2025-12-24 01:06:11,Gwarinpa to Wuse,Gwarinpa,Wuse,13.08,13.67,14.59,0.92,No Traffic,1.07,,,,,,,
2025-12-24 01:06:11,Jabi to CBD,Jabi,CBD,5.08,8.63,8.54,-0.1,No Traffic,0.99,,,,,,,
2025-12-24 01:06:11,Utako to Jabi,Utako,Jabi,4.62,7.79,7.88,0.09,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Utako to CBD,Utako,CBD,8.36,11.56,10.43,-1.14,No Traffic,0.9,,,,,,,
2025-12-24 01:06:11,Wuye to Jabi,Wuye,Jabi,7.59,9.03,8.55,-0.48,No Traffic,0.95,,,,,,,
2025-12-24 01:06:11,Utako to Wuse,Utako,Wuse,4.69,7.31,7.37,0.07,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Jabi to Wuse,Jabi,Wuse,2.23,3.67,4.0,0.33,No Traffic,1.09,,,,,,,
2025-12-24 01:06:11,Nyanya to Karu,Nyanya,Karu,10.18,15.65,14.38,-1.26,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Karu to CBD,Karu,CBD,25.99,22.82,21.21,-1.61,No Traffic,0.93,,,,,,,
2025-12-24 01:06:11,Karu to Garki,Karu,Garki,28.08,21.98,22.09,0.11,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Nyanya to Garki,Nyanya,Garki,26.4,25.3,25.1,-0.21,No Traffic,0.99,,,,,,,
2025-12-24 01:06:11,Maraba to Nyanya,Maraba,Nyanya,24.45,32.2,31.19,-1.01,No Traffic,0.97,,,,,,,
2025-12-24 01:06:11,Lugbe to Airport,Lugbe,Airport Road,35.33,57.9,56.91,-0.99,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Airport to CBD,Airport Road,CBD,38.44,44.76,47.15,2.4,No Traffic,1.05,,,,,,,
2025-12-24 01:06:11,Lugbe to CBD,Lugbe,CBD,35.83,46.32,42.38,-3.93,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Lugbe to Garki,Lugbe,Garki,36.08,43.85,46.97,3.12,No Traffic,1.07,,,,,,,
2025-12-24 01:06:11,Kuje to Gwagwalada,Kuje,Gwagwalada,20.31,22.5,21.98,-0.53,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Gwagwalada to CBD,Gwagwalada,CBD,55.46,45.34,41.26,-4.08,No Traffic,0.91,,,,,,,
2025-12-24 01:06:11,Kuje to Lugbe,Kuje,Lugbe,19.91,33.02,35.7,2.68,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Lokogoma to Garki,Lokogoma,Garki,6.51,7.37,6.69,-0.68,No Traffic,0.91,,,,,,,
2025-12-24 01:06:11,Apo to Lokogoma,Apo,Lokogoma,3.13,4.0,4.33,0.33,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Gudu to Garki,Gudu,Garki,8.8,8.73,8.24,-0.5,No Traffic,0.94,,,,,,,
2025-12-24 01:06:11,Lokogoma to CBD,Lokogoma,CBD,11.38,13.66,13.87,0.21,No Traffic,1.02,,,,,,,
2025-12-24 01:06:11,Galadimawa to Garki,Galadimawa,Garki,9.3,11.59,12.05,0.47,No Traffic,1.04,,,,,,,
2025-12-24 01:06:11,Maraba to CBD,Maraba,CBD,41.72,41.16,37.99,-3.17,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Karshi to Kuje,Karshi,Kuje,89.9,97.14,94.39,-2.74,No Traffic,0.97,,,,,,,
2025-12-24 01:06:11,Masaka to Lugbe,Masaka,Lugbe,30.23,48.35,49.37,1.02,No Traffic,1.02,,,,,,,
2025-12-24 01:06:11,Life Camp to Utako,Life Camp,Utako,7.59,9.79,9.69,-0.1,No Traffic,0.99,,,,,,,
2025-12-24 01:06:11,Jikwoyi to Garki,Jikwoyi,Garki,15.16,14.32,15.57,1.25,No Traffic,1.09,,,,,,,
2025-12-24 01:06:11,Kurudu to Nyanya,Kurudu,Nyanya,15.6,23.94,21.9,-2.04,No Traffic,0.91,,,,,,,
2025-12-24 01:06:11,Mpape to Gwarinpa,Mpape,Gwarinpa,11.3,15.18,15.94,0.76,No Traffic,1.05,,,,,,,
2025-12-24 01:06:11,Bwari to Mpape,Bwari,Mpape,10.62,19.23,18.61,-0.62,No Traffic,0.97,,,,,,,
2025-12-24 01:06:11,Bwari to CBD,Bwari,CBD,31.28,27.24,28.64,1.4,No Traffic,1.05,,,,,,,
2025-12-24 01:06:11,Katampe to Maitama,Katampe,Maitama,8.38,9.64,9.35,-0.29,No Traffic,0.97,,,,,,,
2025-12-24 01:06:11,Jahi to Wuse,Jahi,Wuse,5.61,6.48,7.07,0.59,No Traffic,1.09,,,,,,,
2025-12-24 01:06:11,Katampe to Jabi,Katampe,Jabi,10.29,11.64,11.6,-0.04,No Traffic,1.0,,,,,,,
2025-12-24 01:06:11,Berger to Garki,Berger,Garki,6.65,6.33,5.83,-0.49,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Kado to Berger,Kado,Berger,7.22,6.98,6.42,-0.55,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Kubwa to Nyanya,Kubwa,Nyanya,25.58,25.56,24.55,-1.0,No Traffic,0.96,,,,,,,
2025-12-24 01:06:11,Gwarinpa to Lugbe,Gwarinpa,Lugbe,34.88,49.83,49.07,-0.76,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Maitama to Garki,Maitama,Garki,8.59,8.18,8.45,0.27,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Jabi to Asokoro,Jabi,Asokoro,10.03,9.9,10.42,0.53,No Traffic,1.05,,,,,,,
2025-12-24 01:06:11,Wuse to Jabi,Wuse,Jabi,2.61,5.29,4.99,-0.3,No Traffic,0.94,,,,,,,
2025-12-24 01:06:11,Wuse to Utako,Wuse,Utako,4.54,6.9,7.29,0.39,No Traffic,1.06,,,,,,,
2025-12-24 01:06:11,Wuse to Garki,Wuse,Garki,6.0,7.09,7.55,0.47,No Traffic,1.07,,,,,,,
2025-12-24 01:06:11,Maitama to Asokoro,Maitama,Asokoro,6.87,6.51,6.72,0.2,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Maitama to Jabi,Maitama,Jabi,6.47,9.1,9.48,0.39,No Traffic,1.04,,,,,,,
2025-12-24 01:06:11,Asokoro to CBD,Asokoro,CBD,6.42,8.14,7.98,-0.16,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Asokoro to Garki,Asokoro,Garki,8.52,7.3,7.37,0.07,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Gwarinpa to Dutse,Gwarinpa,Dutse,7.75,9.17,8.77,-0.4,No Traffic,0.96,,,,,,,
2025-12-24 01:06:11,Gwarinpa to Kubwa,Gwarinpa,Kubwa,15.01,15.14,16.61,1.46,No Traffic,1.1,,,,,,,
2025-12-24 01:06:11,Kubwa to Dutse,Kubwa,Dutse,8.8,8.92,9.21,0.29,No Traffic,1.03,,,,,,,
2025-12-24 01:06:11,Kubwa to Wuse,Kubwa,Wuse,3.62,4.79,4.5,-0.29,No Traffic,0.94,,,,,,,
2025-12-24 01:06:11,Nyanya to Maraba,Nyanya,Maraba,24.45,33.77,31.58,-2.18,No Traffic,0.94,,,,,,,
2025-12-24 01:06:11,Karu to Maraba,Karu,Maraba,10.35,24.54,24.89,0.35,No Traffic,1.01,,,,,,,
2025-12-24 01:06:11,Lugbe to Lokogoma,Lugbe,Lokogoma,25.58,38.99,40.54,1.55,No Traffic,1.04,,,,,,,
2025-12-24 01:06:11,Lugbe to Apo,Lugbe,Apo,23.11,36.97,33.92,-3.04,No Traffic,0.92,,,,,,,
2025-12-24 01:06:11,Kuje to Gwagwalada,Kuje,Gwagwalada,20.31,22.5,24.4,1.89,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Kuje to Lugbe,Kuje,Lugbe,19.91,33.02,35.68,2.66,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Mpape to Bwari,Mpape,Bwari,15.53,17.7,19.13,1.43,No Traffic,1.08,,,,,,,
2025-12-24 01:06:11,Life Camp to Gwarinpa,Life Camp,Gwarinpa,4.86,7.81,7.65,-0.16,No Traffic,0.98,,,,,,,
2025-12-24 01:06:11,Garki to Area 1,Garki,Area 1,2.46,3.49,3.5,0.01,No Traffic,1.0,,,,,,,
